trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
176,5872,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
177,8042,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
178,6621,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
179,9130,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
180,20098,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.25,0.25,0.65,True,True,True,True,0.4,0.4,0.4
182,9774,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.38,0.38,0.3,True,True,True,True,0.08000000000000002,0.08000000000000002,0.08000000000000002
183,3997,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
184,2163,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
185,17607,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.76,0.76,0.85,True,True,True,True,0.08999999999999997,0.08999999999999997,0.08999999999999997
186,18513,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.91,True,True,True,True,0.020000000000000018,0.010000000000000009,0.020000000000000018
187,17590,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
188,9188,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
189,6891,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.12,True,True,True,True,0.04999999999999999,0.03,0.04999999999999999
190,16170,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
191,5404,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.12,0.15,0.15,0.12,True,True,True,True,0.03,0.03,0.03
192,8586,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
193,13211,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
194,17788,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
195,17151,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.7,0.62,0.62,0.7,True,True,True,True,0.07999999999999996,0.07999999999999996,0.07999999999999996
196,14146,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.92,0.92,0.92,0.92,False,False,False,False,0.0,0.0,0.0
197,4819,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.15,True,False,True,False,0.05000000000000002,0.0,0.05000000000000002
198,18928,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
199,15462,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.9,0.9,0.9,False,False,False,False,0.0,0.0,0.0
200,17244,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.91,0.91,0.9,True,True,True,True,0.010000000000000009,0.010000000000000009,0.010000000000000009
201,14216,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
202,1896,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
203,12054,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
204,24379,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
205,20530,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.85,0.85,0.95,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
206,3664,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
207,24783,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.86,0.85,True,False,False,False,0.010000000000000009,0.0,0.0
208,8329,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
209,6532,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
210,7149,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.67,0.67,0.56,True,True,True,True,0.22000000000000003,0.10999999999999999,0.22000000000000003
211,23338,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
212,8679,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.12,0.15,0.15,0.12,True,True,True,True,0.03,0.03,0.03
213,282,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
214,23316,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.9,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
215,20204,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.86,0.95,0.95,0.9,True,True,True,True,0.08999999999999997,0.04999999999999993,0.08999999999999997
216,5632,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
217,15422,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.87,0.87,0.85,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
218,18776,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.93,True,True,True,True,0.04999999999999993,0.019999999999999907,0.04999999999999993
219,24872,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.65,0.65,0.55,True,True,True,True,0.2,0.09999999999999998,0.2
220,15292,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
221,2271,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
222,21748,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
223,7389,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
224,11395,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
225,17875,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.94,0.94,0.92,True,True,True,True,0.039999999999999925,0.019999999999999907,0.039999999999999925
226,17877,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.93,0.93,0.89,True,True,True,True,0.08000000000000007,0.040000000000000036,0.08000000000000007
227,13014,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.68,0.68,0.85,True,True,True,True,0.16999999999999993,0.16999999999999993,0.16999999999999993
228,10039,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
229,4605,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
230,1988,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.25,0.25,0.2,True,True,True,True,0.1,0.04999999999999999,0.1
231,901,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.7,0.4,0.4,0.6,True,True,True,True,0.29999999999999993,0.19999999999999996,0.29999999999999993
232,24086,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
233,14854,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
234,1438,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
235,5230,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
236,8409,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
237,19073,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
238,14142,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.9,0.85,True,False,False,False,0.050000000000000044,0.0,0.0
239,15482,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.92,0.95,0.95,0.92,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
240,6620,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
241,7590,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
242,1590,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
243,10545,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
244,17546,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.6,0.6,0.65,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
245,22198,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
246,571,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
247,15080,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.92,0.92,0.88,True,True,True,True,0.07000000000000006,0.040000000000000036,0.07000000000000006
248,11911,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
249,6737,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.12,True,True,True,True,0.04999999999999999,0.03,0.04999999999999999
250,4286,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
251,15543,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.87,0.87,0.9,True,True,True,True,0.030000000000000027,0.030000000000000027,0.030000000000000027
252,11318,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
253,16310,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
254,421,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
255,13454,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.4,0.65,0.65,0.55,True,True,True,True,0.25,0.09999999999999998,0.25
256,21039,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.55,0.65,0.65,0.6,True,True,True,True,0.09999999999999998,0.050000000000000044,0.09999999999999998
257,7819,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.65,0.65,0.55,True,True,True,True,0.2,0.09999999999999998,0.2
258,2439,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.16,0.16,0.1,True,True,True,True,0.06,0.06,0.06
259,10106,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
260,20263,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.55,0.62,0.62,0.55,True,True,True,True,0.06999999999999995,0.06999999999999995,0.06999999999999995
261,2304,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.15,True,False,True,False,0.05000000000000002,0.0,0.05000000000000002
262,24005,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
263,4962,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
264,24331,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.91,True,True,True,True,0.020000000000000018,0.010000000000000009,0.020000000000000018
265,9698,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.12,0.15,0.15,0.12,True,True,True,True,0.03,0.03,0.03
266,22971,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
267,18545,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.65,0.65,0.45,True,True,True,True,0.45,0.2,0.45
268,18706,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
269,4900,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.3,0.3,0.3,False,False,False,False,0.0,0.0,0.0
270,20277,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
271,21605,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
272,15191,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.67,0.67,0.8,True,True,True,True,0.13,0.13,0.13
273,6591,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
274,6870,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
275,21307,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
276,6785,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.05,0.05,0.08,True,True,True,True,0.05,0.03,0.05
277,20654,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
278,17450,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.85,0.85,0.8,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
279,23833,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.62,0.62,0.78,True,True,True,True,0.22999999999999998,0.16000000000000003,0.22999999999999998
280,22916,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.85,0.85,0.75,True,True,True,True,0.19999999999999996,0.09999999999999998,0.19999999999999996
281,6638,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
282,9845,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.45,0.45,0.35,True,True,True,True,0.15000000000000002,0.10000000000000003,0.15000000000000002
283,17485,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.65,0.65,0.8,True,True,True,True,0.25,0.15000000000000002,0.25
284,1431,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
285,10781,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
286,14063,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
287,933,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
288,8390,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
289,21809,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
290,24152,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.68,0.68,0.73,True,True,True,True,0.06999999999999995,0.04999999999999993,0.06999999999999995
291,6898,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
292,19951,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.68,0.68,0.8,True,True,True,True,0.12,0.12,0.12
293,18306,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.9,0.9,0.95,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
294,11632,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
295,11266,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
296,18940,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
297,4418,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
298,16678,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.8,0.8,0.78,True,True,True,True,0.050000000000000044,0.020000000000000018,0.050000000000000044
299,340,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
300,3846,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
301,11733,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.05,0.05,0.1,True,True,True,True,0.05,0.05,0.05
302,14461,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.65,0.65,0.8,True,True,True,True,0.15000000000000002,0.15000000000000002,0.15000000000000002
303,15217,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.9,0.85,True,False,False,False,0.050000000000000044,0.0,0.0
304,22186,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
305,7774,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
306,24680,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
307,10420,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
308,12503,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.89,0.65,0.65,0.89,True,True,True,True,0.24,0.24,0.24
309,1565,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
310,18310,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.98,0.87,0.87,0.98,True,True,True,True,0.10999999999999999,0.10999999999999999,0.10999999999999999
311,21760,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
312,21407,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.65,0.65,0.75,True,True,True,True,0.15000000000000002,0.09999999999999998,0.15000000000000002
313,241,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
314,19806,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
315,6667,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
316,4078,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.25,0.25,0.25,0.25,False,False,False,False,0.0,0.0,0.0
317,9292,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.68,0.68,0.65,True,True,True,True,0.030000000000000027,0.030000000000000027,0.030000000000000027
318,24146,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
319,3168,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.2,0.1,True,False,False,False,0.1,0.0,0.0
320,7255,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
321,8247,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
322,24673,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.91,True,True,True,True,0.020000000000000018,0.010000000000000009,0.020000000000000018
323,16199,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.75,0.75,0.75,False,False,False,False,0.0,0.0,0.0
324,16259,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.85,0.85,0.8,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
325,24196,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
326,4996,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.2,True,True,True,True,0.14999999999999997,0.14999999999999997,0.14999999999999997
327,16981,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.85,0.85,0.95,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
328,1954,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.02,0.03,0.03,0.02,False,False,True,True,0.009999999999999998,0.009999999999999998,0.009999999999999998
329,16160,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
330,3636,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.55,0.65,0.65,0.6,True,True,True,True,0.09999999999999998,0.050000000000000044,0.09999999999999998
331,24624,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.78,0.68,0.68,0.78,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
332,2237,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
333,15025,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.4,0.65,0.65,0.55,True,True,True,True,0.25,0.09999999999999998,0.25
334,20986,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.92,0.92,0.89,True,True,True,True,0.07000000000000006,0.030000000000000027,0.07000000000000006
335,5792,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.35,0.35,0.3,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
336,2521,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
337,15353,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
338,6042,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
339,11616,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
340,2120,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.15,0.15,0.1,True,True,True,True,0.09999999999999999,0.04999999999999999,0.09999999999999999
341,18179,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.91,True,True,True,True,0.020000000000000018,0.010000000000000009,0.020000000000000018
342,3738,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
343,19099,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.68,0.68,0.75,True,True,True,True,0.06999999999999995,0.06999999999999995,0.06999999999999995
344,12357,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.1,0.1,0.1,True,False,True,False,0.1,0.0,0.1
345,16192,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.68,0.68,0.6,True,True,True,True,0.23000000000000004,0.08000000000000007,0.23000000000000004
346,11250,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
347,17332,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.95,0.95,0.85,True,True,True,True,0.1499999999999999,0.09999999999999998,0.1499999999999999
348,19919,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
349,12707,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.78,0.78,0.8,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
350,8937,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.35,0.35,0.3,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
351,5865,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
